year,tree,modalidad,area,carrera,campus,codigo,oferta,aspirantes,presentaron_examen,aciertos_minimos,seleccionados
2023,licenciatura,escolarizado,1,CIENCIAS DE LA TIERRA,ESCUELA NACIONAL DE CIENCIAS DE LA TIERRA,12700175,42,212,183,84,43
2023,licenciatura,escolarizado,1,CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD JURIQUILLA,12710005,26,64,45,57,30
2023,licenciatura,escolarizado,1,CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,12708005,27,30,22,40,21
2023,licenciatura,escolarizado,1,DISEÑO INDUSTRIAL,FES ARAGÓN,10504005,23,772,649,86,23
2023,licenciatura,escolarizado,1,FISICA,FACULTAD DE CIENCIAS,10600035,80,1110,891,105,87
2023,licenciatura,escolarizado,1,FISICA BIOMEDICA,FACULTAD DE CIENCIAS,13400035,13,342,291,101,14
2023,licenciatura,escolarizado,1,GEOCIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,13107005,24,30,24,44,20
2023,licenciatura,escolarizado,1,"ING. EN TELECOMUNICACIONES, SISTEMAS Y ELECTRONICA",FES CUAUTITLÁN,13001005,90,607,513,57,119
2023,licenciatura,escolarizado,1,INGENIERIA AEROESPACIAL,FACULTAD DE INGENIERÍA,13900115,13,1225,1011,111,16
2023,licenciatura,escolarizado,1,INGENIERIA AMBIENTAL,FACULTAD DE INGENIERÍA,13700115,19,307,251,95,20
2023,licenciatura,escolarizado,1,INGENIERIA CIVIL,FACULTAD DE INGENIERÍA,10700115,130,1510,1281,82,138
2023,licenciatura,escolarizado,1,INGENIERIA CIVIL,FES ACATLÁN,10702005,104,731,642,64,108
2023,licenciatura,escolarizado,1,INGENIERIA CIVIL,FES ARAGÓN,10704005,142,1027,894,66,144
2023,licenciatura,escolarizado,1,INGENIERIA DE MINAS Y METALURGIA,FACULTAD DE INGENIERÍA,10800115,24,168,144,72,25
2023,licenciatura,escolarizado,1,INGENIERIA ELECTRICA ELECTRONICA,FACULTAD DE INGENIERÍA,10900115,115,1289,1105,89,122
2023,licenciatura,escolarizado,1,INGENIERIA ELECTRICA ELECTRONICA,FES ARAGÓN,10904005,63,603,524,74,63
2023,licenciatura,escolarizado,1,INGENIERIA EN COMPUTACION,FACULTAD DE INGENIERÍA,11000115,120,3516,3061,97,123
2023,licenciatura,escolarizado,1,INGENIERIA EN COMPUTACION,FES ARAGÓN,11004005,82,2030,1811,85,83
2023,licenciatura,escolarizado,1,INGENIERIA GEOFISICA,FACULTAD DE INGENIERÍA,11200115,22,147,129,61,55
2023,licenciatura,escolarizado,1,INGENIERIA GEOLOGICA,FACULTAD DE INGENIERÍA,11300115,30,128,117,70,33
2023,licenciatura,escolarizado,1,INGENIERIA GEOMATICA,FACULTAD DE INGENIERÍA,12000115,26,92,79,55,37
2023,licenciatura,escolarizado,1,INGENIERIA INDUSTRIAL,FACULTAD DE INGENIERÍA,11400115,71,1037,882,89,75
2023,licenciatura,escolarizado,1,INGENIERIA INDUSTRIAL,FES ARAGÓN,11404005,50,554,478,74,57
2023,licenciatura,escolarizado,1,INGENIERIA INDUSTRIAL,FES CUAUTITLÁN,11401005,41,500,434,68,61
2023,licenciatura,escolarizado,1,INGENIERIA MECANICA,FACULTAD DE INGENIERÍA,11500115,64,1906,1610,99,66
2023,licenciatura,escolarizado,1,INGENIERIA MECANICA,FES ARAGÓN,11504005,39,782,661,82,40
2023,licenciatura,escolarizado,1,INGENIERIA MECANICA ELECTRICA,FES CUAUTITLÁN,11601005,106,612,518,60,133
2023,licenciatura,escolarizado,1,INGENIERIA PETROLERA,FACULTAD DE INGENIERÍA,11700115,62,542,463,59,147
2023,licenciatura,escolarizado,1,INGENIERIA QUIMICA,FACULTAD DE QUÍMICA,11800055,55,553,451,94,55
2023,licenciatura,escolarizado,1,INGENIERIA QUIMICA,FES CUAUTITLÁN,11801005,66,263,236,56,87
2023,licenciatura,escolarizado,1,INGENIERIA QUIMICA,FES ZARAGOZA,11805005,111,524,461,53,252
2023,licenciatura,escolarizado,1,INGENIERIA QUIMICA METALURGICA,FACULTAD DE QUÍMICA,11900055,32,143,128,80,32
2023,licenciatura,escolarizado,1,MATEMATICAS,FACULTAD DE CIENCIAS,12200035,121,488,387,77,186
2023,licenciatura,escolarizado,1,MATEMATICAS APLICADAS,FACULTAD DE CIENCIAS,13600035,32,210,162,93,34
2023,licenciatura,escolarizado,1,MATEMATICAS APLICADAS Y COMPUTACION,FES ACATLÁN,12102005,260,489,423,45,324
2023,licenciatura,escolarizado,1,TECNOLOGIAS PARA LA INFORMACION EN CIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,13207005,41,47,38,43,34
2023,licenciatura,escolarizado,1,URBANISMO,FACULTAD DE ARQUITECTURA,12300015,25,120,108,78,25
2023,licenciatura,escolarizado,2,BIOLOGIA,FACULTAD DE CIENCIAS,20100035,126,1610,1364,95,131
2023,licenciatura,escolarizado,2,BIOLOGIA,FES IZTACALA,20103005,110,776,689,69,217
2023,licenciatura,escolarizado,2,BIOLOGIA,FES ZARAGOZA,20105005,120,919,819,79,121
2023,licenciatura,escolarizado,2,BIOLOGIA,FES ZARAGOZA ( TLAXCALA ),20100015,15,24,20,40,18
2023,licenciatura,escolarizado,2,BIOQUIMICA DIAGNOSTICA,FES CUAUTITLÁN,21801005,25,532,478,89,51
2023,licenciatura,escolarizado,2,CIENCIAS AGROFORESTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,23007005,30,41,31,40,28
2023,licenciatura,escolarizado,2,CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,21607005,87,63,48,43,44
2023,licenciatura,escolarizado,2,CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,21608005,46,52,45,45,40
2023,licenciatura,escolarizado,2,CIRUJANO DENTISTA,FACULTAD DE ODONTOLOGÍA,20200145,115,3111,2645,96,125
2023,licenciatura,escolarizado,2,CIRUJANO DENTISTA,FES IZTACALA,20203005,148,2730,2442,86,148
2023,licenciatura,escolarizado,2,CIRUJANO DENTISTA,FES ZARAGOZA,20205005,125,2713,2463,88,134
2023,licenciatura,escolarizado,2,ECOLOGIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,22507005,35,22,16,41,13
2023,licenciatura,escolarizado,2,ECOLOGIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,22508005,25,17,14,42,14
2023,licenciatura,escolarizado,2,ECOLOGIA,FES IZTACALA,22503005,22,162,132,70,33
2023,licenciatura,escolarizado,2,ENFERMERIA,FACULTAD DE ENFERMERIA Y OBSTETRICIA,22000095,130,1869,1579,80,135
2023,licenciatura,escolarizado,2,ENFERMERIA,FES IZTACALA,22003005,130,2464,2170,82,131
2023,licenciatura,escolarizado,2,ENFERMERIA,FES ZARAGOZA,22005005,167,3538,3165,83,169
2023,licenciatura,escolarizado,2,ENFERMERIA,TLAXCALA,22000015,12,94,66,50,20
2023,licenciatura,escolarizado,2,ENFERMERIA Y OBSTETRICIA,FACULTAD DE ENFERMERIA Y OBSTETRICIA,20300095,105,2715,2328,87,108
2023,licenciatura,escolarizado,2,FARMACIA,FES CUAUTITLÁN,21901005,73,277,246,67,77
2023,licenciatura,escolarizado,2,FISIOTERAPIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,22106005,63,509,409,62,67
2023,licenciatura,escolarizado,2,INGENIERIA AGRICOLA,FES CUAUTITLÁN,20401005,69,337,293,60,76
2023,licenciatura,escolarizado,2,INGENIERIA EN ALIMENTOS,FES CUAUTITLÁN,20501005,121,509,444,57,182
2023,licenciatura,escolarizado,2,MANEJO SUSTENTABLE DE ZONAS COSTERAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,21708005,46,55,44,40,36
2023,licenciatura,escolarizado,2,MEDICINA VETERINARIA Y ZOOTECNIA,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,20700165,85,4426,3765,103,91
2023,licenciatura,escolarizado,2,MEDICINA VETERINARIA Y ZOOTECNIA,FES CUAUTITLÁN,20701005,99,2427,2124,92,108
2023,licenciatura,escolarizado,2,MEDICO CIRUJANO,FACULTAD DE MEDICINA,20800125,176,15962,13282,111,220
2023,licenciatura,escolarizado,2,MEDICO CIRUJANO,FES IZTACALA,20803005,100,6126,5427,108,120
2023,licenciatura,escolarizado,2,MEDICO CIRUJANO,FES ZARAGOZA,20805005,50,5031,4444,109,59
2023,licenciatura,escolarizado,2,NUTRIOLOGIA,FES ZARAGOZA,22705005,52,2217,1815,95,58
2023,licenciatura,escolarizado,2,ODONTOLOGIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,22206005,75,1012,823,73,76
2023,licenciatura,escolarizado,2,OPTOMETRIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,20906005,39,77,60,41,40
2023,licenciatura,escolarizado,2,OPTOMETRIA,FES IZTACALA,20903005,37,336,298,75,37
2023,licenciatura,escolarizado,2,PSICOLOGIA,FACULTAD DE PSICOLOGÍA,21000195,80,5005,4225,104,85
2023,licenciatura,abierta,2,PSICOLOGIA,FACULTAD DE PSICOLOGÍA,21000196,177,1463,1070,73,181
2023,licenciatura,escolarizado,2,PSICOLOGIA,FES IZTACALA,21003005,92,2849,2530,91,93
2023,licenciatura,escolarizado,2,PSICOLOGIA,FES ZARAGOZA,21005005,126,3532,3130,89,134
2023,licenciatura,escolarizado,2,PSICOLOGIA,TLAXCALA,21000015,12,62,55,55,20
2023,licenciatura,escolarizado,2,QUIMICA,FACULTAD DE QUÍMICA,21100055,32,434,364,101,32
2023,licenciatura,escolarizado,2,QUIMICA,FES CUAUTITLÁN,21101005,38,190,165,71,39
2023,licenciatura,escolarizado,2,QUIMICA DE ALIMENTOS,FACULTAD DE QUÍMICA,21200055,48,623,558,94,49
2023,licenciatura,escolarizado,2,QUIMICA FARMACEUTICO BIOLOGICA,FACULTAD DE QUÍMICA,21300055,60,2245,1971,105,60
2023,licenciatura,escolarizado,2,QUIMICA FARMACEUTICO BIOLOGICA,FES ZARAGOZA,21305005,55,1660,1489,99,56
2023,licenciatura,escolarizado,2,QUIMICA INDUSTRIAL,FES CUAUTITLÁN,21401005,60,239,199,53,87
2023,licenciatura,abierta,3,ADMINISTRACION,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30100066,80,856,595,67,120
2023,licenciatura,escolarizado,3,ADMINISTRACION,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN ( CU ),30100065,390,7006,5989,88,406
2023,licenciatura,escolarizado,3,ADMINISTRACION,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN ( OAXACA ),30100025,75,55,39,40,32
2023,licenciatura,escolarizado,3,ADMINISTRACION,FES CUAUTITLÁN,30101005,240,1293,1116,59,293
2023,licenciatura,escolarizado,3,ADMINISTRACION AGROPECUARIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,31406005,34,42,30,40,23
2023,licenciatura,escolarizado,3,ANTROPOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31900045,88,367,301,76,88
2023,licenciatura,escolarizado,3,CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30200045,69,1711,1489,94,72
2023,licenciatura,abierta,3,CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30200046,84,238,175,55,87
2023,licenciatura,escolarizado,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30300045,61,790,642,88,67
2023,licenciatura,abierta,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30300046,84,262,187,52,102
2023,licenciatura,escolarizado,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FES ACATLÁN,30302005,70,383,331,56,145
2023,licenciatura,escolarizado,3,COMUNICACION,FES ACATLÁN,31502005,80,741,645,70,165
2023,licenciatura,escolarizado,3,COMUNICACION Y PERIODISMO,FES ARAGÓN,31604005,145,1157,1019,63,309
2023,licenciatura,abierta,3,CONTADURIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30400066,125,873,607,72,130
2023,licenciatura,escolarizado,3,CONTADURIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN ( CU ),30400065,580,5234,4576,84,588
2023,licenciatura,escolarizado,3,CONTADURIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN ( OAXACA ),30400025,75,42,34,41,31
2023,licenciatura,escolarizado,3,CONTADURIA,FES CUAUTITLÁN,30401005,325,1131,1011,57,338
2023,licenciatura,escolarizado,3,DERECHO,FACULTAD DE DERECHO,30500075,556,6525,5568,85,567
2023,licenciatura,abierta,3,DERECHO,FACULTAD DE DERECHO,30500076,315,1003,758,54,366
2023,licenciatura,escolarizado,3,DERECHO,FES ACATLÁN,30502005,199,2418,2103,62,434
2023,licenciatura,abierta,3,DERECHO,FES ACATLÁN,30502006,130,282,213,42,150
2023,licenciatura,escolarizado,3,DERECHO,FES ARAGÓN,30504005,249,3825,3373,67,553
2023,licenciatura,abierta,3,DERECHO,FES ARAGÓN,30504006,105,445,336,51,148
2023,licenciatura,escolarizado,3,DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,FES ZARAGOZA,31805005,46,57,50,40,29
2023,licenciatura,escolarizado,3,DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,TLAXCALA,31800015,30,6,4,40,2
2023,licenciatura,escolarizado,3,DESARROLLO TERRITORIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,32006005,32,6,5,45,4
2023,licenciatura,escolarizado,3,ECONOMIA,FACULTAD DE ECONOMÍA,30600085,475,1520,1270,68,489
2023,licenciatura,abierta,3,ECONOMIA,FACULTAD DE ECONOMÍA,30600086,96,274,180,60,100
2023,licenciatura,escolarizado,3,ECONOMIA,FES ACATLÁN,30602005,140,526,457,60,192
2023,licenciatura,escolarizado,3,ECONOMIA,FES ARAGÓN,30604005,130,603,522,63,158
2023,licenciatura,abierta,3,ECONOMIA,FES ARAGÓN,30604006,55,114,80,40,71
2023,licenciatura,escolarizado,3,ECONOMIA INDUSTRIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,31306005,34,149,123,66,36
2023,licenciatura,escolarizado,3,ESTUDIOS SOCIALES Y GESTION LOCAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,31707005,29,4,3,54,3
2023,licenciatura,escolarizado,3,GEOGRAFIA,FACULTAD DE FILOSOFÍA Y LETRAS,30700105,35,191,171,49,108
2023,licenciatura,abierta,3,GEOGRAFIA,FACULTAD DE FILOSOFÍA Y LETRAS,30700106,31,72,51,58,35
2023,licenciatura,escolarizado,3,GEOGRAFIA APLICADA,ESCUELA NACIONAL DE CIENCIAS DE LA TIERRA,32200175,24,51,45,48,33
2023,licenciatura,escolarizado,3,GEOGRAFIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,32208005,29,2,2,61,2
2023,licenciatura,escolarizado,3,INFORMATICA,FES CUAUTITLÁN,30801005,75,381,329,64,75
2023,licenciatura,escolarizado,3,PLANIF PARA EL DESARROLLO AGROPECUARIO,FES ARAGÓN,30904005,97,147,129,40,93
2023,licenciatura,escolarizado,3,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31000045,39,1267,1095,101,42
2023,licenciatura,abierta,3,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31000046,43,182,119,60,49
2023,licenciatura,escolarizado,3,RELACIONES INTERNACIONALES,FES ACATLÁN,31002005,63,852,737,81,74
2023,licenciatura,abierta,3,RELACIONES INTERNACIONALES,FES ACATLÁN,31002006,86,149,112,40,90
2023,licenciatura,escolarizado,3,RELACIONES INTERNACIONALES,FES ARAGÓN,31004005,82,1520,1355,86,92
2023,licenciatura,abierta,3,RELACIONES INTERNACIONALES,FES ARAGÓN,31004006,60,153,116,47,69
2023,licenciatura,escolarizado,3,SOCIOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31100045,66,321,272,73,74
2023,licenciatura,abierta,3,SOCIOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31100046,36,72,48,47,42
2023,licenciatura,escolarizado,3,SOCIOLOGIA,FES ACATLÁN,31102005,80,270,239,40,156
2023,licenciatura,escolarizado,3,SOCIOLOGIA,FES ARAGÓN,31104005,47,229,198,46,107
2023,licenciatura,escolarizado,3,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,31200155,340,1137,1028,47,467
2023,licenciatura,abierta,3,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,31200156,35,215,165,52,45
2023,licenciatura,escolarizado,3,TURISMO Y DESARROLLO SOSTENIBLE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,32306005,30,143,114,59,31
2023,licenciatura,escolarizado,4,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43707005,28,2,1,40,0
2023,licenciatura,escolarizado,4,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,FACULTAD DE FILOSOFÍA Y LETRAS,43700105,15,127,110,61,21
2023,licenciatura,escolarizado,4,ARTE Y DISEÑO,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43407005,41,191,155,69,50
2023,licenciatura,escolarizado,4,ARTE Y DISEÑO,"PLANTEL TAXCO, GRO",43402055,45,170,131,59,49
2023,licenciatura,escolarizado,4,ARTES VISUALES,FACULTAD DE ARTES Y DISEÑO,40100025,78,2598,2245,99,82
2023,licenciatura,escolarizado,4,BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFÍA Y LETRAS,40200105,55,141,126,43,88
2023,licenciatura,escolarizado,4,CANTO,FACULTAD DE MÚSICA,40300135,19,86,59,45,29
2023,licenciatura,escolarizado,4,COMPOSICION,FACULTAD DE MÚSICA,40400135,21,101,55,56,22
2023,licenciatura,escolarizado,4,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,42906005,34,14,9,42,8
2023,licenciatura,escolarizado,4,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,42908005,59,18,14,43,13
2023,licenciatura,escolarizado,4,DESARROLLO Y GESTION INTERCULTURALES,FACULTAD DE FILOSOFÍA Y LETRAS,42900105,17,101,78,78,17
2023,licenciatura,escolarizado,4,DISEÑO GRAFICO,FES ACATLÁN,40602005,36,2572,2199,98,37
2023,licenciatura,escolarizado,4,DISEÑO Y COMUNICACION VISUAL,FACULTAD DE ARTES Y DISEÑO,40500025,50,2111,1838,102,60
2023,licenciatura,escolarizado,4,DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLÁN,40501005,20,752,663,95,22
2023,licenciatura,escolarizado,4,EDUCACION MUSICAL,FACULTAD DE MÚSICA,40700135,28,73,46,40,31
2023,licenciatura,escolarizado,4,ENSEÑANZA DE INGLES,FES ACATLÁN,40802005,98,332,242,50,135
2023,licenciatura,escolarizado,4,ESTUDIOS LATINOAMERICANOS,FACULTAD DE FILOSOFÍA Y LETRAS,40900105,38,104,89,40,84
2023,licenciatura,escolarizado,4,ETNOMUSICOLOGIA,FACULTAD DE MÚSICA,41000135,20,14,11,50,10
2023,licenciatura,escolarizado,4,FILOSOFIA,FACULTAD DE FILOSOFÍA Y LETRAS,41100105,50,467,379,85,66
2023,licenciatura,abierta,4,FILOSOFIA,FACULTAD DE FILOSOFÍA Y LETRAS,41100106,50,236,149,75,62
2023,licenciatura,escolarizado,4,FILOSOFIA,FES ACATLÁN,41102005,77,160,135,43,101
2023,licenciatura,escolarizado,4,GEOHISTORIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43107005,29,4,2,56,2
2023,licenciatura,escolarizado,4,HISTORIA,FACULTAD DE FILOSOFÍA Y LETRAS,41200105,35,370,314,80,53
2023,licenciatura,abierta,4,HISTORIA,FACULTAD DE FILOSOFÍA Y LETRAS,41200106,47,215,156,70,61
2023,licenciatura,escolarizado,4,HISTORIA,FES ACATLÁN,41202005,47,174,156,54,85
2023,licenciatura,escolarizado,4,HISTORIA DEL ARTE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43307005,30,41,32,43,31
2023,licenciatura,escolarizado,4,INSTRUMENTISTA,FACULTAD DE MÚSICA,41300135,102,126,89,41,76
2023,licenciatura,escolarizado,4,LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFÍA Y LETRAS,41400105,45,254,226,78,79
2023,licenciatura,abierta,4,LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFÍA Y LETRAS,41400106,95,150,105,45,100
2023,licenciatura,escolarizado,4,LENGUA Y LITERATURAS HISPANICAS,FES ACATLÁN,41402005,45,92,84,48,64
2023,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS ALEMANAS),FACULTAD DE FILOSOFÍA Y LETRAS,41500105,27,15,12,51,9
2023,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS FRANCESAS),FACULTAD DE FILOSOFÍA Y LETRAS,41600105,37,18,15,44,9
2023,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFÍA Y LETRAS,41700105,125,168,111,40,99
2023,licenciatura,abierta,4,LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFÍA Y LETRAS,41700106,16,52,24,56,21
2023,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS ITALIANAS),FACULTAD DE FILOSOFÍA Y LETRAS,41800105,23,31,25,41,22
2023,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS PORTUGUESAS),FACULTAD DE FILOSOFÍA Y LETRAS,43000105,19,6,5,48,4
2023,licenciatura,escolarizado,4,LETRAS CLASICAS,FACULTAD DE FILOSOFÍA Y LETRAS,41900105,20,93,74,78,26
2023,licenciatura,escolarizado,4,LINGÜISTICA APLICADA,"ESCUELA NACIONAL DE LENGUAS, LINGÜÍSTICA Y TRADUCCIÓN",43900425,34,176,91,69,43
2023,licenciatura,escolarizado,4,LITERATURA DRAMATICA Y TEATRO,FACULTAD DE FILOSOFÍA Y LETRAS,42000105,32,487,427,95,36
2023,licenciatura,escolarizado,4,LITERATURA INTERCULTURAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43207005,29,26,19,40,19
2023,licenciatura,escolarizado,4,MUSICA Y TECNOLOGIA ARTISTICA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43807005,20,54,24,42,21
2023,licenciatura,escolarizado,4,PEDAGOGIA,FACULTAD DE FILOSOFÍA Y LETRAS,42100105,150,2183,1951,75,152
2023,licenciatura,abierta,4,PEDAGOGIA,FACULTAD DE FILOSOFÍA Y LETRAS,42100106,50,439,327,63,63
2023,licenciatura,escolarizado,4,PEDAGOGIA,FES ACATLÁN,42102005,85,1306,1178,73,85
2023,licenciatura,escolarizado,4,PEDAGOGIA,FES ARAGÓN,42104005,144,2319,2106,72,150
2023,licenciatura,escolarizado,4,PIANO,FACULTAD DE MÚSICA,42200135,33,35,22,42,19
2023,licenciatura,escolarizado,4,TEATRO Y ACTUACION,FACULTAD DE MÚSICA,43600135,174,961,769,69,184
2023,licenciatura,escolarizado,4,TRADUCCION,"ESCUELA NACIONAL DE LENGUAS, LINGÜÍSTICA Y TRADUCCIÓN",44000425,15,792,463,110,17
2023,licenciatura,escolarizado,4,TRADUCCION,"SAN MIGUEL DE ALLENDE, GUANAJUATO",44000305,45,74,50,42,50
2023,suayed,suayed,2,PSICOLOGIA,FES IZTACALA,21003006,600,3168,2019,63,606
2023,suayed,suayed,3,ADMINISTRACION,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30100066,170,2067,1319,74,170
2023,suayed,suayed,3,CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30200046,210,353,243,40,202
2023,suayed,suayed,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30300046,180,472,307,51,186
2023,suayed,suayed,3,CONTADURIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30400066,185,1950,1218,77,198
2023,suayed,suayed,3,DERECHO,FACULTAD DE DERECHO,30500076,725,2481,1642,54,754
2023,suayed,suayed,3,ECONOMIA,FACULTAD DE ECONOMÍA,30600086,210,595,373,60,226
2023,suayed,suayed,3,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31000046,120,548,375,64,123
2023,suayed,suayed,3,SOCIOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31100046,125,221,147,40,131
2023,suayed,suayed,3,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,31200156,142,451,333,47,158
2023,suayed,suayed,4,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43707006,119,112,81,41,65
2023,suayed,suayed,4,BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFÍA Y LETRAS,40200106,49,102,78,45,56
2023,suayed,suayed,4,DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLÁN,40501006,130,1112,780,76,138
2023,suayed,suayed,4,ENSEÑANZA DE ALEMAN COMO LENGUA EXTRANJERA,FES ACATLÁN,42402006,39,13,4,55,2
2023,suayed,suayed,4,ENSEÑANZA DE ESPAÑOL COMO LENGUA EXTRANJERA,FES ACATLÁN,42502006,99,127,67,41,64
2023,suayed,suayed,4,ENSEÑANZA DE FRANCES COMO LENGUA EXTRANJERA,FES ACATLÁN,42602006,39,28,10,42,7
2023,suayed,suayed,4,ENSEÑANZA DE INGLES COMO LENGUA EXTRANJERA,FES ACATLÁN,42702006,99,359,160,46,108
2023,suayed,suayed,4,ENSEÑANZA DE ITALIANO COMO LENGUA EXTRANJERA,FES ACATLÁN,42802006,39,19,9,41,5
2023,suayed,suayed,4,PEDAGOGIA,FACULTAD DE FILOSOFÍA Y LETRAS,42100106,245,1215,865,59,245
2024,licenciatura,escolarizado,1,ACTUARIA,FACULTAD DE CIENCIAS,10100035,56,1214,1031,107,58
2024,licenciatura,escolarizado,1,ACTUARIA,FES ACATLÁN,10102005,51,572,509,94,51
2024,licenciatura,escolarizado,1,ARQUITECTURA,FACULTAD DE ARQUITECTURA,10200015,250,5157,4375,95,251
2024,licenciatura,escolarizado,1,ARQUITECTURA,FES ACATLÁN,10202005,86,1411,1240,78,86
2024,licenciatura,escolarizado,1,ARQUITECTURA,FES ARAGÓN,10204005,95,1905,1680,80,96
2024,licenciatura,escolarizado,1,ARQUITECTURA DE PAISAJE,FACULTAD DE ARQUITECTURA,10300015,25,386,342,83,25
