year,tree,modalidad,area,carrera,campus,codigo,oferta,aspirantes,presentaron_examen,aciertos_minimos,seleccionados
2022,licenciatura,escolarizado,1,ARQUITECTURA DE PAISAJE,FACULTAD DE ARQUITECTURA,10300015,25,341,303,87,25
2022,licenciatura,escolarizado,1,CIENCIA DE MATERIALES SUSTENTABLES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,13307005,44,26,20,43,18
2022,licenciatura,escolarizado,1,CIENCIAS DE LA COMPUTACION,FACULTAD DE CIENCIAS,10400035,40,1041,863,102,43
2022,licenciatura,escolarizado,1,CIENCIAS DE LA TIERRA,ESCUELA NACIONAL DE CIENCIAS DE LA TIERRA,12700175,30,177,145,85,32
2022,licenciatura,escolarizado,1,CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD JURIQUILLA,12710005,26,79,59,65,26
2022,licenciatura,escolarizado,1,CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,12708005,27,29,24,40,20
2022,licenciatura,escolarizado,1,DISEÑO INDUSTRIAL,FES ARAGÓN,10504005,23,675,579,85,26
2022,licenciatura,escolarizado,1,FISICA,FACULTAD DE CIENCIAS,10600035,80,1320,1062,108,81
2022,licenciatura,escolarizado,1,FISICA BIOMEDICA,FACULTAD DE CIENCIAS,13400035,13,389,321,106,13
2022,licenciatura,escolarizado,1,GEOCIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,13107005,24,42,34,51,24
2022,licenciatura,escolarizado,1,"ING. EN TELECOMUNICACIONES, SISTEMAS Y ELECTRONICA",FES CUAUTITLÁN,13001005,90,653,549,62,94
2022,licenciatura,escolarizado,1,INGENIERIA AEROESPACIAL,FACULTAD DE INGENIERÍA,13900115,13,1207,988,114,14
2022,licenciatura,escolarizado,1,INGENIERIA AMBIENTAL,FACULTAD DE INGENIERÍA,13700115,19,369,309,92,20
2022,licenciatura,escolarizado,1,INGENIERIA CIVIL,FACULTAD DE INGENIERÍA,10700115,130,1335,1127,82,134
2022,licenciatura,escolarizado,1,INGENIERIA CIVIL,FES ACATLÁN,10702005,104,620,550,61,105
2022,licenciatura,escolarizado,1,INGENIERIA CIVIL,FES ARAGÓN,10704005,150,896,791,60,152
2022,licenciatura,escolarizado,1,INGENIERIA DE MINAS Y METALURGIA,FACULTAD DE INGENIERÍA,10800115,24,176,145,80,25
2022,licenciatura,escolarizado,1,INGENIERIA ELECTRICA ELECTRONICA,FACULTAD DE INGENIERÍA,10900115,115,1134,987,91,115
2022,licenciatura,escolarizado,1,INGENIERIA ELECTRICA ELECTRONICA,FES ARAGÓN,10904005,63,547,482,68,67
2022,licenciatura,escolarizado,1,INGENIERIA EN COMPUTACION,FACULTAD DE INGENIERÍA,11000115,120,3423,2959,97,126
2022,licenciatura,escolarizado,1,INGENIERIA EN COMPUTACION,FES ARAGÓN,11004005,82,1897,1694,79,87
2022,licenciatura,escolarizado,1,INGENIERIA GEOFISICA,FACULTAD DE INGENIERÍA,11200115,22,145,114,69,37
2022,licenciatura,escolarizado,1,INGENIERIA GEOLOGICA,FACULTAD DE INGENIERÍA,11300115,30,139,119,65,31
2022,licenciatura,escolarizado,1,INGENIERIA GEOMATICA,FACULTAD DE INGENIERÍA,12000115,26,125,101,61,36
2022,licenciatura,escolarizado,1,INGENIERIA INDUSTRIAL,FACULTAD DE INGENIERÍA,11400115,71,934,784,85,74
2022,licenciatura,escolarizado,1,INGENIERIA INDUSTRIAL,FES ARAGÓN,11404005,50,627,575,76,53
2022,licenciatura,escolarizado,1,INGENIERIA INDUSTRIAL,FES CUAUTITLÁN,11401005,41,536,465,72,44
2022,licenciatura,escolarizado,1,INGENIERIA MECANICA,FACULTAD DE INGENIERÍA,11500115,64,1783,1525,98,66
2022,licenciatura,escolarizado,1,INGENIERIA MECANICA,FES ARAGÓN,11504005,39,766,666,81,39
2022,licenciatura,escolarizado,1,INGENIERIA MECANICA ELECTRICA,FES CUAUTITLÁN,11601005,106,615,527,63,113
2022,licenciatura,escolarizado,1,INGENIERIA PETROLERA,FACULTAD DE INGENIERÍA,11700115,62,424,363,61,90
2022,licenciatura,escolarizado,1,INGENIERIA QUIMICA,FACULTAD DE QUÍMICA,11800055,50,674,565,95,51
2022,licenciatura,escolarizado,1,INGENIERIA QUIMICA,FES CUAUTITLÁN,11801005,66,373,343,66,68
2022,licenciatura,escolarizado,1,INGENIERIA QUIMICA,FES ZARAGOZA,11805005,115,423,377,51,223
2022,licenciatura,escolarizado,1,INGENIERIA QUIMICA METALURGICA,FACULTAD DE QUÍMICA,11900055,28,196,176,85,28
2022,licenciatura,escolarizado,1,MATEMATICAS,FACULTAD DE CIENCIAS,12200035,121,412,335,75,185
2022,licenciatura,escolarizado,1,MATEMATICAS APLICADAS,FACULTAD DE CIENCIAS,13600035,36,211,170,93,37
2022,licenciatura,escolarizado,1,MATEMATICAS APLICADAS Y COMPUTACION,FES ACATLÁN,12102005,260,466,408,48,287
2022,licenciatura,escolarizado,1,TECNOLOGIAS PARA LA INFORMACION EN CIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,13207005,41,50,37,40,35
2022,licenciatura,escolarizado,1,URBANISMO,FACULTAD DE ARQUITECTURA,12300015,25,124,105,73,25
2022,licenciatura,escolarizado,2,BIOLOGIA,FACULTAD DE CIENCIAS,20100035,130,1474,1225,91,130
2022,licenciatura,escolarizado,2,BIOLOGIA,FES IZTACALA,20103005,110,735,666,74,145
2022,licenciatura,escolarizado,2,BIOLOGIA,FES ZARAGOZA,20105005,120,946,828,76,124
2022,licenciatura,escolarizado,2,BIOQUIMICA DIAGNOSTICA,FES CUAUTITLÁN,21801005,25,513,444,80,66
2022,licenciatura,escolarizado,2,CIENCIAS AGROFORESTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,23007005,30,28,19,41,19
2022,licenciatura,escolarizado,2,CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,21607005,87,70,48,42,38
2022,licenciatura,escolarizado,2,CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,21608005,46,80,65,55,48
2022,licenciatura,escolarizado,2,CIRUJANO DENTISTA,FACULTAD DE ODONTOLOGÍA,20200145,115,2753,2367,90,119
2022,licenciatura,escolarizado,2,CIRUJANO DENTISTA,FES IZTACALA,20203005,130,2508,2274,82,141
2022,licenciatura,escolarizado,2,CIRUJANO DENTISTA,FES ZARAGOZA,20205005,125,2617,2378,84,133
2022,licenciatura,escolarizado,2,ECOLOGIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,22507005,27,10,9,49,7
2022,licenciatura,escolarizado,2,ECOLOGIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,22508005,25,17,12,40,10
2022,licenciatura,escolarizado,2,ECOLOGIA,FES IZTACALA,22503005,16,86,77,71,16
2022,licenciatura,escolarizado,2,ENFERMERIA,ESCUELA NACIONAL DE ENFERMERÍA Y OBSTETRICIA,22000095,130,2152,1863,79,131
2022,licenciatura,escolarizado,2,ENFERMERIA,FES IZTACALA,22003005,130,2092,1848,74,134
2022,licenciatura,escolarizado,2,ENFERMERIA,FES ZARAGOZA,22005005,167,3142,2798,74,183
2022,licenciatura,escolarizado,2,ENFERMERIA Y OBSTETRICIA,ESCUELA NACIONAL DE ENFERMERÍA Y OBSTETRICIA,20300095,75,2998,2601,87,78
2022,licenciatura,escolarizado,2,FARMACIA,FES CUAUTITLÁN,21901005,73,313,273,69,73
2022,licenciatura,escolarizado,2,FISIOTERAPIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,22106005,58,606,482,68,59
2022,licenciatura,escolarizado,2,INGENIERIA AGRICOLA,FES CUAUTITLÁN,20401005,69,239,203,56,71
2022,licenciatura,escolarizado,2,INGENIERIA EN ALIMENTOS,FES CUAUTITLÁN,20501005,121,499,437,57,133
2022,licenciatura,escolarizado,2,MANEJO SUSTENTABLE DE ZONAS COSTERAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,21708005,46,52,43,40,37
2022,licenciatura,escolarizado,2,MEDICINA VETERINARIA Y ZOOTECNIA,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,20700165,85,4538,3932,101,88
2022,licenciatura,escolarizado,2,MEDICINA VETERINARIA Y ZOOTECNIA,FES CUAUTITLÁN,20701005,99,2375,2092,89,101
2022,licenciatura,escolarizado,2,MEDICO CIRUJANO,FACULTAD DE MEDICINA,20800125,176,16469,13941,111,177
2022,licenciatura,escolarizado,2,MEDICO CIRUJANO,FES IZTACALA,20803005,100,5969,5302,105,109
2022,licenciatura,escolarizado,2,MEDICO CIRUJANO,FES ZARAGOZA,20805005,50,4757,4256,107,53
2022,licenciatura,escolarizado,2,NUTRIOLOGIA,FES ZARAGOZA,22705005,52,2433,2056,94,57
2022,licenciatura,escolarizado,2,ODONTOLOGIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,22206005,75,1013,828,75,77
2022,licenciatura,escolarizado,2,OPTOMETRIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,20906005,39,90,71,48,41
2022,licenciatura,escolarizado,2,OPTOMETRIA,FES IZTACALA,20903005,37,364,328,73,37
2022,licenciatura,escolarizado,2,PSICOLOGIA,FACULTAD DE PSICOLOGÍA,21000195,80,5085,4335,102,86
2022,licenciatura,abierta,2,PSICOLOGIA,FACULTAD DE PSICOLOGÍA,21000196,177,1315,965,69,188
2022,licenciatura,escolarizado,2,PSICOLOGIA,FES IZTACALA,21003005,112,2608,2337,80,125
2022,licenciatura,escolarizado,2,PSICOLOGIA,FES ZARAGOZA,21005005,108,3123,2815,83,116
2022,licenciatura,escolarizado,2,QUIMICA,FACULTAD DE QUÍMICA,21100055,30,568,486,101,32
2022,licenciatura,escolarizado,2,QUIMICA,FES CUAUTITLÁN,21101005,38,214,188,69,41
2022,licenciatura,escolarizado,2,QUIMICA DE ALIMENTOS,FACULTAD DE QUÍMICA,21200055,45,575,499,94,48
2022,licenciatura,escolarizado,2,QUIMICA FARMACEUTICO BIOLOGICA,FACULTAD DE QUÍMICA,21300055,58,2291,1985,104,59
2022,licenciatura,escolarizado,2,QUIMICA FARMACEUTICO BIOLOGICA,FES ZARAGOZA,21305005,55,1635,1467,97,55
2022,licenciatura,escolarizado,2,QUIMICA INDUSTRIAL,FES CUAUTITLÁN,21401005,60,263,228,60,79
2022,licenciatura,escolarizado,3,ADMINISTRACION,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30100065,390,7956,6938,90,405
2022,licenciatura,abierta,3,ADMINISTRACION,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30100066,80,1024,751,76,86
2022,licenciatura,escolarizado,3,ADMINISTRACION,FES CUAUTITLÁN,30101005,240,1582,1381,66,251
2022,licenciatura,escolarizado,3,ADMINISTRACION AGROPECUARIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,31406005,59,40,30,41,18
2022,licenciatura,escolarizado,3,ANTROPOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31900045,100,399,341,73,104
2022,licenciatura,escolarizado,3,CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30200045,77,1979,1704,94,80
2022,licenciatura,abierta,3,CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30200046,92,283,216,60,94
2022,licenciatura,escolarizado,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30300045,65,614,494,83,67
2022,licenciatura,abierta,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30300046,92,188,142,43,111
2022,licenciatura,escolarizado,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FES ACATLÁN,30302005,70,298,255,44,190
2022,licenciatura,escolarizado,3,COMUNICACION,FES ACATLÁN,31502005,80,904,775,84,84
2022,licenciatura,escolarizado,3,COMUNICACION Y PERIODISMO,FES ARAGÓN,31604005,145,1255,1126,69,255
2022,licenciatura,escolarizado,3,CONTADURIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30400065,580,5054,4479,81,613
2022,licenciatura,abierta,3,CONTADURIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30400066,125,892,632,72,130
2022,licenciatura,escolarizado,3,CONTADURIA,FES CUAUTITLÁN,30401005,325,1144,1001,57,327
2022,licenciatura,escolarizado,3,DERECHO,FACULTAD DE DERECHO,30500075,556,6600,5737,82,584
2022,licenciatura,abierta,3,DERECHO,FACULTAD DE DERECHO,30500076,315,1084,787,59,323
2022,licenciatura,escolarizado,3,DERECHO,FES ACATLÁN,30502005,199,2154,1907,65,321
2022,licenciatura,abierta,3,DERECHO,FES ACATLÁN,30502006,130,324,247,47,138
2022,licenciatura,escolarizado,3,DERECHO,FES ARAGÓN,30504005,249,4069,3631,71,425
2022,licenciatura,abierta,3,DERECHO,FES ARAGÓN,30504006,105,439,336,55,119
2022,licenciatura,escolarizado,3,DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,FES ZARAGOZA,31805005,46,77,72,45,49
2022,licenciatura,escolarizado,3,DESARROLLO TERRITORIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,32006005,57,6,5,43,4
2022,licenciatura,escolarizado,3,ECONOMIA,FACULTAD DE ECONOMÍA,30600085,475,1879,1578,72,494
2022,licenciatura,abierta,3,ECONOMIA,FACULTAD DE ECONOMÍA,30600086,100,298,212,65,100
2022,licenciatura,escolarizado,3,ECONOMIA,FES ACATLÁN,30602005,140,592,516,67,149
2022,licenciatura,escolarizado,3,ECONOMIA,FES ARAGÓN,30604005,130,688,618,70,134
2022,licenciatura,abierta,3,ECONOMIA,FES ARAGÓN,30604006,55,121,91,46,66
2022,licenciatura,escolarizado,3,ECONOMIA INDUSTRIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,31306005,34,161,137,72,34
2022,licenciatura,escolarizado,3,ESTUDIOS SOCIALES Y GESTION LOCAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,31707005,29,9,7,57,5
2022,licenciatura,escolarizado,3,GEOGRAFIA,FACULTAD DE FILOSOFÍA Y LETRAS,30700105,35,153,126,48,93
2022,licenciatura,abierta,3,GEOGRAFIA,FACULTAD DE FILOSOFÍA Y LETRAS,30700106,28,54,41,59,29
2022,licenciatura,escolarizado,3,GEOGRAFIA APLICADA,ESCUELA NACIONAL DE CIENCIAS DE LA TIERRA,32200175,15,22,17,50,14
2022,licenciatura,escolarizado,3,GEOGRAFIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,32208005,29,5,4,50,4
2022,licenciatura,escolarizado,3,INFORMATICA,FES CUAUTITLÁN,30801005,75,425,372,64,82
2022,licenciatura,escolarizado,3,PLANIF PARA EL DESARROLLO AGROPECUARIO,FES ARAGÓN,30904005,97,140,119,40,83
2022,licenciatura,escolarizado,3,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31000045,55,1368,1195,98,66
2022,licenciatura,abierta,3,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31000046,47,193,136,62,50
2022,licenciatura,escolarizado,3,RELACIONES INTERNACIONALES,FES ACATLÁN,31002005,63,917,831,85,69
2022,licenciatura,abierta,3,RELACIONES INTERNACIONALES,FES ACATLÁN,31002006,80,136,104,40,78
2022,licenciatura,escolarizado,3,RELACIONES INTERNACIONALES,FES ARAGÓN,31004005,82,1647,1496,86,92
2022,licenciatura,abierta,3,RELACIONES INTERNACIONALES,FES ARAGÓN,31004006,60,165,136,52,60
2022,licenciatura,escolarizado,3,SOCIOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31100045,78,259,233,62,107
2022,licenciatura,abierta,3,SOCIOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31100046,56,105,77,50,57
2022,licenciatura,escolarizado,3,SOCIOLOGIA,FES ACATLÁN,31102005,80,197,180,40,130
2022,licenciatura,escolarizado,3,SOCIOLOGIA,FES ARAGÓN,31104005,47,243,223,50,110
2022,licenciatura,escolarizado,3,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,31200155,340,1305,1181,51,443
2022,licenciatura,abierta,3,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,31200156,35,292,240,60,36
2022,licenciatura,escolarizado,3,TURISMO Y DESARROLLO SOSTENIBLE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,32306005,30,174,136,58,31
2022,licenciatura,escolarizado,4,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43707005,28,4,3,46,3
2022,licenciatura,escolarizado,4,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,FACULTAD DE FILOSOFÍA Y LETRAS,43700105,15,115,104,65,15
2022,licenciatura,escolarizado,4,ARTE Y DISEÑO,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43407005,41,160,123,69,41
2022,licenciatura,escolarizado,4,ARTE Y DISEÑO,"PLANTEL TAXCO, GRO",43402055,30,183,137,68,31
2022,licenciatura,escolarizado,4,ARTES VISUALES,FACULTAD DE ARTES Y DISEÑO,40100025,30,2394,2083,106,31
2022,licenciatura,escolarizado,4,BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFÍA Y LETRAS,40200105,55,154,137,49,78
2022,licenciatura,escolarizado,4,CANTO,FACULTAD DE MÚSICA,40300135,19,80,55,49,21
2022,licenciatura,escolarizado,4,COMPOSICION,FACULTAD DE MÚSICA,40400135,21,79,53,53,22
2022,licenciatura,escolarizado,4,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,42906005,34,23,16,46,14
2022,licenciatura,escolarizado,4,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,42908005,59,8,6,40,6
2022,licenciatura,escolarizado,4,DESARROLLO Y GESTION INTERCULTURALES,FACULTAD DE FILOSOFÍA Y LETRAS,42900105,17,103,84,79,17
2022,licenciatura,escolarizado,4,DISEÑO GRAFICO,FES ACATLÁN,40602005,36,2702,2382,96,38
2022,licenciatura,escolarizado,4,DISEÑO Y COMUNICACION VISUAL,FACULTAD DE ARTES Y DISEÑO,40500025,50,2209,1959,104,51
2022,licenciatura,escolarizado,4,DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLÁN,40501005,20,758,692,96,24
2022,licenciatura,escolarizado,4,EDUCACION MUSICAL,FACULTAD DE MÚSICA,40700135,28,62,48,40,35
2022,licenciatura,escolarizado,4,ENSEÑANZA DE INGLES,FES ACATLÁN,40802005,98,353,278,55,137
2022,licenciatura,escolarizado,4,ESTUDIOS LATINOAMERICANOS,FACULTAD DE FILOSOFÍA Y LETRAS,40900105,38,62,53,40,50
2022,licenciatura,escolarizado,4,ETNOMUSICOLOGIA,FACULTAD DE MÚSICA,41000135,20,18,12,45,12
2022,licenciatura,escolarizado,4,FILOSOFIA,FACULTAD DE FILOSOFÍA Y LETRAS,41100105,50,407,319,84,68
2022,licenciatura,abierta,4,FILOSOFIA,FACULTAD DE FILOSOFÍA Y LETRAS,41100106,44,246,164,80,52
2022,licenciatura,escolarizado,4,FILOSOFIA,FES ACATLÁN,41102005,65,142,120,52,67
2022,licenciatura,escolarizado,4,GEOHISTORIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43107005,29,9,8,45,8
2022,licenciatura,escolarizado,4,HISTORIA,FACULTAD DE FILOSOFÍA Y LETRAS,41200105,35,353,308,90,35
2022,licenciatura,abierta,4,HISTORIA,FACULTAD DE FILOSOFÍA Y LETRAS,41200106,41,216,149,75,42
2022,licenciatura,escolarizado,4,HISTORIA,FES ACATLÁN,41202005,47,169,151,68,48
2022,licenciatura,escolarizado,4,HISTORIA DEL ARTE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43307005,30,34,26,44,23
2022,licenciatura,escolarizado,4,INSTRUMENTISTA,FACULTAD DE MÚSICA,41300135,102,122,82,41,73
2022,licenciatura,escolarizado,4,LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFÍA Y LETRAS,41400105,45,303,258,86,48
2022,licenciatura,abierta,4,LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFÍA Y LETRAS,41400106,95,179,132,61,95
2022,licenciatura,escolarizado,4,LENGUA Y LITERATURAS HISPANICAS,FES ACATLÁN,41402005,42,101,89,60,43
2022,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS ALEMANAS),FACULTAD DE FILOSOFÍA Y LETRAS,41500105,27,19,11,48,11
2022,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS FRANCESAS),FACULTAD DE FILOSOFÍA Y LETRAS,41600105,37,23,13,56,8
2022,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFÍA Y LETRAS,41700105,125,184,107,40,95
2022,licenciatura,abierta,4,LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFÍA Y LETRAS,41700106,13,73,29,73,13
2022,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS ITALIANAS),FACULTAD DE FILOSOFÍA Y LETRAS,41800105,23,25,21,40,19
2022,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS PORTUGUESAS),FACULTAD DE FILOSOFÍA Y LETRAS,43000105,19,14,8,48,7
2022,licenciatura,escolarizado,4,LETRAS CLASICAS,FACULTAD DE FILOSOFÍA Y LETRAS,41900105,20,115,94,82,24
2022,licenciatura,escolarizado,4,LINGÜISTICA APLICADA,"ESCUELA NACIONAL DE LENGUAS, LINGÜÍSTICA Y TRADUCCIÓN",43900425,40,129,75,56,50
2022,licenciatura,escolarizado,4,LITERATURA DRAMATICA Y TEATRO,FACULTAD DE FILOSOFÍA Y LETRAS,42000105,32,449,392,98,32
2022,licenciatura,escolarizado,4,LITERATURA INTERCULTURAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43207005,29,22,18,49,16
2022,licenciatura,escolarizado,4,MUSICA Y TECNOLOGIA ARTISTICA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43807005,20,59,30,52,21
2022,licenciatura,escolarizado,4,PEDAGOGIA,FACULTAD DE FILOSOFÍA Y LETRAS,42100105,150,2002,1832,73,163
2022,licenciatura,abierta,4,PEDAGOGIA,FACULTAD DE FILOSOFÍA Y LETRAS,42100106,50,449,352,64,53
2022,licenciatura,escolarizado,4,PEDAGOGIA,FES ACATLÁN,42102005,85,1105,1004,68,88
2022,licenciatura,escolarizado,4,PEDAGOGIA,FES ARAGÓN,42104005,144,2037,1866,69,152
2022,licenciatura,escolarizado,4,PIANO,FACULTAD DE MÚSICA,42200135,33,45,32,41,26
2022,licenciatura,escolarizado,4,TEATRO Y ACTUACION,FACULTAD DE MÚSICA,43600135,174,1014,854,70,184
2022,licenciatura,escolarizado,4,TRADUCCION,"ESCUELA NACIONAL DE LENGUAS, LINGÜÍSTICA Y TRADUCCIÓN",44000425,16,982,548,108,18
2022,licenciatura,escolarizado,4,TRADUCCION,"SAN MIGUEL DE ALLENDE, GUANAJUATO",44000305,27,78,52,69,29
2022,suayed,suayed,2,PSICOLOGIA,FES IZTACALA,21003006,600,3055,1970,62,605
2022,suayed,suayed,3,ADMINISTRACION,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30100066,170,2167,1358,76,176
2022,suayed,suayed,3,CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30200046,230,424,288,42,230
2022,suayed,suayed,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30300046,200,448,278,48,204
2022,suayed,suayed,3,CONTADURIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30400066,185,1917,1222,79,193
2022,suayed,suayed,3,DERECHO,FACULTAD DE DERECHO,30500076,725,2433,1544,54,749
2022,suayed,suayed,3,ECONOMIA,FACULTAD DE ECONOMÍA,30600086,230,647,409,62,233
2022,suayed,suayed,3,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31000046,140,538,342,58,145
2022,suayed,suayed,3,SOCIOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31100046,145,254,153,40,135
2022,suayed,suayed,3,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,31200156,142,547,417,51,142
2022,suayed,suayed,4,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43707006,119,92,62,40,51
2022,suayed,suayed,4,BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFÍA Y LETRAS,40200106,49,98,72,47,51
2022,suayed,suayed,4,DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLÁN,40501006,126,1298,892,80,139
2022,suayed,suayed,4,ENSEÑANZA DE ALEMAN COMO LENGUA EXTRANJERA,FES ACATLÁN,42402006,39,16,11,46,8
2022,suayed,suayed,4,ENSEÑANZA DE ESPAÑOL COMO LENGUA EXTRANJERA,FES ACATLÁN,42502006,99,138,92,41,86
2022,suayed,suayed,4,ENSEÑANZA DE FRANCES COMO LENGUA EXTRANJERA,FES ACATLÁN,42602006,39,37,17,40,14
2022,suayed,suayed,4,ENSEÑANZA DE INGLES COMO LENGUA EXTRANJERA,FES ACATLÁN,42702006,99,429,240,56,112
2022,suayed,suayed,4,ENSEÑANZA DE ITALIANO COMO LENGUA EXTRANJERA,FES ACATLÁN,42802006,39,14,6,45,5
2022,suayed,suayed,4,PEDAGOGIA,FACULTAD DE FILOSOFÍA Y LETRAS,42100106,245,1196,848,59,252
2023,licenciatura,escolarizado,1,ACTUARIA,FACULTAD DE CIENCIAS,10100035,56,1029,867,101,63
2023,licenciatura,escolarizado,1,ACTUARIA,FES ACATLÁN,10102005,51,532,469,87,53
2023,licenciatura,escolarizado,1,ARQUITECTURA,FACULTAD DE ARQUITECTURA,10200015,250,5069,4293,90,266
2023,licenciatura,escolarizado,1,ARQUITECTURA,FES ACATLÁN,10202005,86,1715,1518,78,89
2023,licenciatura,escolarizado,1,ARQUITECTURA,FES ARAGÓN,10204005,95,2157,1918,78,96
2023,licenciatura,escolarizado,1,ARQUITECTURA DE PAISAJE,FACULTAD DE ARQUITECTURA,10300015,25,354,309,76,30
2023,licenciatura,escolarizado,1,CIENCIA DE MATERIALES SUSTENTABLES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,13307005,44,35,21,43,21
2023,licenciatura,escolarizado,1,CIENCIAS DE LA COMPUTACION,FACULTAD DE CIENCIAS,10400035,40,1170,1011,105,40
