year,tree,modalidad,area,carrera,campus,codigo,url,index_page
2022,licenciatura,escolarizado,2,QUIMICA,FES CUAUTITLÁN,21101005,https://www.dgae.unam.mx/Licenciatura2022/resultados/2/21101005.html,25.html
2022,licenciatura,escolarizado,2,QUIMICA DE ALIMENTOS,FACULTAD DE QUÍMICA,21200055,https://www.dgae.unam.mx/Licenciatura2022/resultados/2/21200055.html,25.html
2022,licenciatura,escolarizado,2,QUIMICA FARMACEUTICO BIOLOGICA,FACULTAD DE QUÍMICA,21300055,https://www.dgae.unam.mx/Licenciatura2022/resultados/2/21300055.html,25.html
2022,licenciatura,escolarizado,2,QUIMICA FARMACEUTICO BIOLOGICA,FES ZARAGOZA,21305005,https://www.dgae.unam.mx/Licenciatura2022/resultados/2/21305005.html,25.html
2022,licenciatura,escolarizado,2,QUIMICA INDUSTRIAL,FES CUAUTITLÁN,21401005,https://www.dgae.unam.mx/Licenciatura2022/resultados/2/21401005.html,25.html
2022,licenciatura,escolarizado,3,ADMINISTRACION,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30100065,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30100065.html,35.html
2022,licenciatura,abierta,3,ADMINISTRACION,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30100066,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30100066.html,36.html
2022,licenciatura,escolarizado,3,ADMINISTRACION,FES CUAUTITLÁN,30101005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30101005.html,35.html
2022,licenciatura,escolarizado,3,ADMINISTRACION AGROPECUARIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,31406005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31406005.html,35.html
2022,licenciatura,escolarizado,3,ANTROPOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31900045,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31900045.html,35.html
2022,licenciatura,escolarizado,3,CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30200045,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30200045.html,35.html
2022,licenciatura,abierta,3,CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30200046,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30200046.html,36.html
2022,licenciatura,escolarizado,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30300045,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30300045.html,35.html
2022,licenciatura,abierta,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30300046,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30300046.html,36.html
2022,licenciatura,escolarizado,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FES ACATLÁN,30302005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30302005.html,35.html
2022,licenciatura,escolarizado,3,COMUNICACION,FES ACATLÁN,31502005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31502005.html,35.html
2022,licenciatura,escolarizado,3,COMUNICACION Y PERIODISMO,FES ARAGÓN,31604005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31604005.html,35.html
2022,licenciatura,escolarizado,3,CONTADURIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30400065,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30400065.html,35.html
2022,licenciatura,abierta,3,CONTADURIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30400066,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30400066.html,36.html
2022,licenciatura,escolarizado,3,CONTADURIA,FES CUAUTITLÁN,30401005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30401005.html,35.html
2022,licenciatura,escolarizado,3,DERECHO,FACULTAD DE DERECHO,30500075,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30500075.html,35.html
2022,licenciatura,abierta,3,DERECHO,FACULTAD DE DERECHO,30500076,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30500076.html,36.html
2022,licenciatura,escolarizado,3,DERECHO,FES ACATLÁN,30502005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30502005.html,35.html
2022,licenciatura,abierta,3,DERECHO,FES ACATLÁN,30502006,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30502006.html,36.html
2022,licenciatura,escolarizado,3,DERECHO,FES ARAGÓN,30504005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30504005.html,35.html
2022,licenciatura,abierta,3,DERECHO,FES ARAGÓN,30504006,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30504006.html,36.html
2022,licenciatura,escolarizado,3,DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,FES ZARAGOZA,31805005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31805005.html,35.html
2022,licenciatura,escolarizado,3,DESARROLLO TERRITORIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,32006005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/32006005.html,35.html
2022,licenciatura,escolarizado,3,ECONOMIA,FACULTAD DE ECONOMÍA,30600085,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30600085.html,35.html
2022,licenciatura,abierta,3,ECONOMIA,FACULTAD DE ECONOMÍA,30600086,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30600086.html,36.html
2022,licenciatura,escolarizado,3,ECONOMIA,FES ACATLÁN,30602005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30602005.html,35.html
2022,licenciatura,escolarizado,3,ECONOMIA,FES ARAGÓN,30604005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30604005.html,35.html
2022,licenciatura,abierta,3,ECONOMIA,FES ARAGÓN,30604006,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30604006.html,36.html
2022,licenciatura,escolarizado,3,ECONOMIA INDUSTRIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,31306005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31306005.html,35.html
2022,licenciatura,escolarizado,3,ESTUDIOS SOCIALES Y GESTION LOCAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,31707005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31707005.html,35.html
2022,licenciatura,escolarizado,3,GEOGRAFIA,FACULTAD DE FILOSOFÍA Y LETRAS,30700105,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30700105.html,35.html
2022,licenciatura,abierta,3,GEOGRAFIA,FACULTAD DE FILOSOFÍA Y LETRAS,30700106,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30700106.html,36.html
2022,licenciatura,escolarizado,3,GEOGRAFIA APLICADA,ESCUELA NACIONAL DE CIENCIAS DE LA TIERRA,32200175,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/32200175.html,35.html
2022,licenciatura,escolarizado,3,GEOGRAFIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,32208005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/32208005.html,35.html
2022,licenciatura,escolarizado,3,INFORMATICA,FES CUAUTITLÁN,30801005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30801005.html,35.html
2022,licenciatura,escolarizado,3,PLANIF PARA EL DESARROLLO AGROPECUARIO,FES ARAGÓN,30904005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/30904005.html,35.html
2022,licenciatura,escolarizado,3,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31000045,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31000045.html,35.html
2022,licenciatura,abierta,3,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31000046,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31000046.html,36.html
2022,licenciatura,escolarizado,3,RELACIONES INTERNACIONALES,FES ACATLÁN,31002005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31002005.html,35.html
2022,licenciatura,abierta,3,RELACIONES INTERNACIONALES,FES ACATLÁN,31002006,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31002006.html,36.html
2022,licenciatura,escolarizado,3,RELACIONES INTERNACIONALES,FES ARAGÓN,31004005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31004005.html,35.html
2022,licenciatura,abierta,3,RELACIONES INTERNACIONALES,FES ARAGÓN,31004006,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31004006.html,36.html
2022,licenciatura,escolarizado,3,SOCIOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31100045,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31100045.html,35.html
2022,licenciatura,abierta,3,SOCIOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31100046,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31100046.html,36.html
2022,licenciatura,escolarizado,3,SOCIOLOGIA,FES ACATLÁN,31102005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31102005.html,35.html
2022,licenciatura,escolarizado,3,SOCIOLOGIA,FES ARAGÓN,31104005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31104005.html,35.html
2022,licenciatura,escolarizado,3,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,31200155,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31200155.html,35.html
2022,licenciatura,abierta,3,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,31200156,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/31200156.html,36.html
2022,licenciatura,escolarizado,3,TURISMO Y DESARROLLO SOSTENIBLE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,32306005,https://www.dgae.unam.mx/Licenciatura2022/resultados/3/32306005.html,35.html
2022,licenciatura,escolarizado,4,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43707005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/43707005.html,45.html
2022,licenciatura,escolarizado,4,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,FACULTAD DE FILOSOFÍA Y LETRAS,43700105,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/43700105.html,45.html
2022,licenciatura,escolarizado,4,ARTE Y DISEÑO,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43407005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/43407005.html,45.html
2022,licenciatura,escolarizado,4,ARTE Y DISEÑO,"PLANTEL TAXCO, GRO",43402055,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/43402055.html,45.html
2022,licenciatura,escolarizado,4,ARTES VISUALES,FACULTAD DE ARTES Y DISEÑO,40100025,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/40100025.html,45.html
2022,licenciatura,escolarizado,4,BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFÍA Y LETRAS,40200105,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/40200105.html,45.html
2022,licenciatura,escolarizado,4,CANTO,FACULTAD DE MÚSICA,40300135,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/40300135.html,45.html
2022,licenciatura,escolarizado,4,COMPOSICION,FACULTAD DE MÚSICA,40400135,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/40400135.html,45.html
2022,licenciatura,escolarizado,4,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,42906005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/42906005.html,45.html
2022,licenciatura,escolarizado,4,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,42908005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/42908005.html,45.html
2022,licenciatura,escolarizado,4,DESARROLLO Y GESTION INTERCULTURALES,FACULTAD DE FILOSOFÍA Y LETRAS,42900105,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/42900105.html,45.html
2022,licenciatura,escolarizado,4,DISEÑO GRAFICO,FES ACATLÁN,40602005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/40602005.html,45.html
2022,licenciatura,escolarizado,4,DISEÑO Y COMUNICACION VISUAL,FACULTAD DE ARTES Y DISEÑO,40500025,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/40500025.html,45.html
2022,licenciatura,escolarizado,4,DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLÁN,40501005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/40501005.html,45.html
2022,licenciatura,escolarizado,4,EDUCACION MUSICAL,FACULTAD DE MÚSICA,40700135,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/40700135.html,45.html
2022,licenciatura,escolarizado,4,ENSEÑANZA DE INGLES,FES ACATLÁN,40802005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/40802005.html,45.html
2022,licenciatura,escolarizado,4,ESTUDIOS LATINOAMERICANOS,FACULTAD DE FILOSOFÍA Y LETRAS,40900105,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/40900105.html,45.html
2022,licenciatura,escolarizado,4,ETNOMUSICOLOGIA,FACULTAD DE MÚSICA,41000135,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41000135.html,45.html
2022,licenciatura,escolarizado,4,FILOSOFIA,FACULTAD DE FILOSOFÍA Y LETRAS,41100105,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41100105.html,45.html
2022,licenciatura,abierta,4,FILOSOFIA,FACULTAD DE FILOSOFÍA Y LETRAS,41100106,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41100106.html,46.html
2022,licenciatura,escolarizado,4,FILOSOFIA,FES ACATLÁN,41102005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41102005.html,45.html
2022,licenciatura,escolarizado,4,GEOHISTORIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43107005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/43107005.html,45.html
2022,licenciatura,escolarizado,4,HISTORIA,FACULTAD DE FILOSOFÍA Y LETRAS,41200105,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41200105.html,45.html
2022,licenciatura,abierta,4,HISTORIA,FACULTAD DE FILOSOFÍA Y LETRAS,41200106,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41200106.html,46.html
2022,licenciatura,escolarizado,4,HISTORIA,FES ACATLÁN,41202005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41202005.html,45.html
2022,licenciatura,escolarizado,4,HISTORIA DEL ARTE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43307005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/43307005.html,45.html
2022,licenciatura,escolarizado,4,INSTRUMENTISTA,FACULTAD DE MÚSICA,41300135,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41300135.html,45.html
2022,licenciatura,escolarizado,4,LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFÍA Y LETRAS,41400105,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41400105.html,45.html
2022,licenciatura,abierta,4,LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFÍA Y LETRAS,41400106,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41400106.html,46.html
2022,licenciatura,escolarizado,4,LENGUA Y LITERATURAS HISPANICAS,FES ACATLÁN,41402005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41402005.html,45.html
2022,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS ALEMANAS),FACULTAD DE FILOSOFÍA Y LETRAS,41500105,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41500105.html,45.html
2022,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS FRANCESAS),FACULTAD DE FILOSOFÍA Y LETRAS,41600105,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41600105.html,45.html
2022,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFÍA Y LETRAS,41700105,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41700105.html,45.html
2022,licenciatura,abierta,4,LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFÍA Y LETRAS,41700106,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41700106.html,46.html
2022,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS ITALIANAS),FACULTAD DE FILOSOFÍA Y LETRAS,41800105,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41800105.html,45.html
2022,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS PORTUGUESAS),FACULTAD DE FILOSOFÍA Y LETRAS,43000105,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/43000105.html,45.html
2022,licenciatura,escolarizado,4,LETRAS CLASICAS,FACULTAD DE FILOSOFÍA Y LETRAS,41900105,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/41900105.html,45.html
2022,licenciatura,escolarizado,4,LINGÜISTICA APLICADA,"ESCUELA NACIONAL DE LENGUAS, LINGÜÍSTICA Y TRADUCCIÓN",43900425,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/43900425.html,45.html
2022,licenciatura,escolarizado,4,LITERATURA DRAMATICA Y TEATRO,FACULTAD DE FILOSOFÍA Y LETRAS,42000105,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/42000105.html,45.html
2022,licenciatura,escolarizado,4,LITERATURA INTERCULTURAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43207005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/43207005.html,45.html
2022,licenciatura,escolarizado,4,MUSICA Y TECNOLOGIA ARTISTICA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43807005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/43807005.html,45.html
2022,licenciatura,escolarizado,4,PEDAGOGIA,FACULTAD DE FILOSOFÍA Y LETRAS,42100105,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/42100105.html,45.html
2022,licenciatura,abierta,4,PEDAGOGIA,FACULTAD DE FILOSOFÍA Y LETRAS,42100106,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/42100106.html,46.html
2022,licenciatura,escolarizado,4,PEDAGOGIA,FES ACATLÁN,42102005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/42102005.html,45.html
2022,licenciatura,escolarizado,4,PEDAGOGIA,FES ARAGÓN,42104005,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/42104005.html,45.html
2022,licenciatura,escolarizado,4,PIANO,FACULTAD DE MÚSICA,42200135,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/42200135.html,45.html
2022,licenciatura,escolarizado,4,TEATRO Y ACTUACION,FACULTAD DE MÚSICA,43600135,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/43600135.html,45.html
2022,licenciatura,escolarizado,4,TRADUCCION,"ESCUELA NACIONAL DE LENGUAS, LINGÜÍSTICA Y TRADUCCIÓN",44000425,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/44000425.html,45.html
2022,licenciatura,escolarizado,4,TRADUCCION,"SAN MIGUEL DE ALLENDE, GUANAJUATO",44000305,https://www.dgae.unam.mx/Licenciatura2022/resultados/4/44000305.html,45.html
2022,suayed,suayed,2,PSICOLOGIA,FES IZTACALA,21003006,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/2/21003006.html,26.html
2022,suayed,suayed,3,ADMINISTRACION,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30100066,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/3/30100066.html,36.html
2022,suayed,suayed,3,CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30200046,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/3/30200046.html,36.html
2022,suayed,suayed,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30300046,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/3/30300046.html,36.html
2022,suayed,suayed,3,CONTADURIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30400066,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/3/30400066.html,36.html
2022,suayed,suayed,3,DERECHO,FACULTAD DE DERECHO,30500076,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/3/30500076.html,36.html
2022,suayed,suayed,3,ECONOMIA,FACULTAD DE ECONOMÍA,30600086,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/3/30600086.html,36.html
2022,suayed,suayed,3,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31000046,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/3/31000046.html,36.html
2022,suayed,suayed,3,SOCIOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31100046,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/3/31100046.html,36.html
2022,suayed,suayed,3,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,31200156,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/3/31200156.html,36.html
2022,suayed,suayed,4,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43707006,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/4/43707006.html,46.html
2022,suayed,suayed,4,BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFÍA Y LETRAS,40200106,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/4/40200106.html,46.html
2022,suayed,suayed,4,DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLÁN,40501006,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/4/40501006.html,46.html
2022,suayed,suayed,4,ENSEÑANZA DE ALEMAN COMO LENGUA EXTRANJERA,FES ACATLÁN,42402006,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/4/42402006.html,46.html
2022,suayed,suayed,4,ENSEÑANZA DE ESPAÑOL COMO LENGUA EXTRANJERA,FES ACATLÁN,42502006,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/4/42502006.html,46.html
2022,suayed,suayed,4,ENSEÑANZA DE FRANCES COMO LENGUA EXTRANJERA,FES ACATLÁN,42602006,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/4/42602006.html,46.html
2022,suayed,suayed,4,ENSEÑANZA DE INGLES COMO LENGUA EXTRANJERA,FES ACATLÁN,42702006,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/4/42702006.html,46.html
2022,suayed,suayed,4,ENSEÑANZA DE ITALIANO COMO LENGUA EXTRANJERA,FES ACATLÁN,42802006,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/4/42802006.html,46.html
2022,suayed,suayed,4,PEDAGOGIA,FACULTAD DE FILOSOFÍA Y LETRAS,42100106,https://www.dgae.unam.mx/Suayed2022/Licenciatura/resultados/4/42100106.html,46.html
2023,licenciatura,escolarizado,1,ACTUARIA,FACULTAD DE CIENCIAS,10100035,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/10100035.html,15.html
2023,licenciatura,escolarizado,1,ACTUARIA,FES ACATLÁN,10102005,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/10102005.html,15.html
2023,licenciatura,escolarizado,1,ARQUITECTURA,FACULTAD DE ARQUITECTURA,10200015,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/10200015.html,15.html
2023,licenciatura,escolarizado,1,ARQUITECTURA,FES ACATLÁN,10202005,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/10202005.html,15.html
2023,licenciatura,escolarizado,1,ARQUITECTURA,FES ARAGÓN,10204005,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/10204005.html,15.html
2023,licenciatura,escolarizado,1,ARQUITECTURA DE PAISAJE,FACULTAD DE ARQUITECTURA,10300015,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/10300015.html,15.html
2023,licenciatura,escolarizado,1,CIENCIA DE MATERIALES SUSTENTABLES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,13307005,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/13307005.html,15.html
2023,licenciatura,escolarizado,1,CIENCIAS DE LA COMPUTACION,FACULTAD DE CIENCIAS,10400035,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/10400035.html,15.html
2023,licenciatura,escolarizado,1,CIENCIAS DE LA TIERRA,ESCUELA NACIONAL DE CIENCIAS DE LA TIERRA,12700175,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/12700175.html,15.html
2023,licenciatura,escolarizado,1,CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD JURIQUILLA,12710005,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/12710005.html,15.html
2023,licenciatura,escolarizado,1,CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,12708005,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/12708005.html,15.html
2023,licenciatura,escolarizado,1,DISEÑO INDUSTRIAL,FES ARAGÓN,10504005,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/10504005.html,15.html
2023,licenciatura,escolarizado,1,FISICA,FACULTAD DE CIENCIAS,10600035,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/10600035.html,15.html
2023,licenciatura,escolarizado,1,FISICA BIOMEDICA,FACULTAD DE CIENCIAS,13400035,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/13400035.html,15.html
2023,licenciatura,escolarizado,1,GEOCIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,13107005,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/13107005.html,15.html
2023,licenciatura,escolarizado,1,"ING. EN TELECOMUNICACIONES, SISTEMAS Y ELECTRONICA",FES CUAUTITLÁN,13001005,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/13001005.html,15.html
2023,licenciatura,escolarizado,1,INGENIERIA AEROESPACIAL,FACULTAD DE INGENIERÍA,13900115,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/13900115.html,15.html
2023,licenciatura,escolarizado,1,INGENIERIA AMBIENTAL,FACULTAD DE INGENIERÍA,13700115,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/13700115.html,15.html
2023,licenciatura,escolarizado,1,INGENIERIA CIVIL,FACULTAD DE INGENIERÍA,10700115,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/10700115.html,15.html
2023,licenciatura,escolarizado,1,INGENIERIA CIVIL,FES ACATLÁN,10702005,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/10702005.html,15.html
2023,licenciatura,escolarizado,1,INGENIERIA CIVIL,FES ARAGÓN,10704005,https://www.dgae.unam.mx/Licenciatura2023/resultados/1/10704005.html,15.html
